Nama Aplikasi,Nama Pengguna,Komentar,Rating,Tanggal Ulasan
WeTV,EL`,"ui nya berat banget dev kurang optimasi, delay banget pencet2 tombolnya, dan kadang subtitle nya nge-stuck dan delay (tidak pas dengan omongan dari animasi videonya)",4,1/25/2026 5:42
WeTV,kyozuke Crow (Zeno),"saya telah berlangganan tapi malah tidak ada tulisan anggota berlangganan, pas saya coba masuk dan coba beli tulisan nya akun lain telah berlangganan -padahal ini akun yang saya buat langganan",3,1/25/2026 3:44
WeTV,mark lee,gajelas bgt suka tibatiba keluar apk sendiri,1,1/25/2026 1:43
WeTV,Yann 8,"mohon maaf tolong kembalikan saldo dana saya senilai Rp 43.200 itu sepertinya saya tidak sengaja kepencet fitur langganan saya mohon kembalikan uang saya, saya sangat membutuhkan",1,1/24/2026 18:36
WeTV,Suara sayu,VIP semua njir.. mending nonton di tele,1,1/24/2026 17:51
WeTV,Romel,tolong bug nya di perbaiki gue udah download loh tapi gak bisa di putar gimana sih,1,1/24/2026 15:51
WeTV,Andi April,baru mulai coba coba,3,1/24/2026 14:44
WeTV,EROR GAMING,film ny jelek anjay gak ada jujutsu kaisen,1,1/23/2026 15:47
WeTV,Abdul Halim,"donghua nya lengkap, tapi ada satu hal yang bikin saya kecewa, iklan nya, dan yang bikin lebih kecewa, stelah nonton iklan sebanyak 5, kita hanya di kasih waktu beberapa menit, iya sih saya tau donghua kaya perfect world terkenal dan sumber cuan, tapi please lah, saya kira nonton iklan 5 kali udah bisa nonton sepuas nya, ternyata enggak, semoga aja bisa nonton secara gratis, saya gak masalah dah nonton 5 iklan, yang penting bisa nonton dan nikmati donghua nya ,tapi ternyata enggak",3,1/23/2026 10:13
WeTV,Mariyono Mario,sudah beli paket we TV pakai Telkomsel sudah bayar tapi statusnya blm aktif...,1,1/23/2026 2:26
WeTV,Dede Onos,"dulu gw suka sama apk ini tapi setelah update knp jadi sering kluar sendiri kalo jaringan jelek, padahal dlu cuma bufring doang abis itu lanjut lagi vidionya, tolong dong di maksimalkan lagi supaya lebih nyaman .",3,1/22/2026 8:32
WeTV,Adinda Keyla febrianti Adin nda,dihh ini wetv gimna sih konsepnya aku GK beli VIP tapi saldo aku ke kuras beli VIP anjirr lahh gimana sihh sumpah bener' GK buka apk nya tiba tiba saldo dana gwe ke kuras pas buka apk ny malahan udh VIP ahh kesel bettt pen nangiss masalah ny it duit mamah gww,2,1/22/2026 6:52
WeTV,Dee Coolz,bukannya memperbaiki...malah semakin lemot...sedikit2 kluar dr film yg di tonton👎👎,1,1/21/2026 23:15
WeTV,Ar Syaka Lesmana,"saya ingin bertanya kenapa dragon ball di hapus ya?karena saat saya lagi ujian saya lupa menonton nya jadi saya lupa beberapa bulan kemudian saya ingat, tapi kalian sudah menghapus nya😭",3,1/21/2026 22:49
WeTV,Farhan Aan,"setelah update versi january 2026, suka hang setelah nonton durasi 5 menit. VIP baru expired july 2026, rugi dah gwe.",3,1/21/2026 20:35
WeTV,Al faizal Ardi,aplikasih sampah berbayar tidak di sarankan di dowload,1,1/20/2026 18:50
WeTV,Andri Apriyan Kusumah,motong sendiri saldo. padahal 3 hari lagi berakhir. tolong saldo saya kembalikan,1,1/20/2026 15:30
WeTV,Geb ii,"bagaimana si cara redeem code yang udah kita beli dari gopay? saya nyari kata redeem / tukar voucher gakk ada dari tadiii, benci bgtt. niat mau vip nonton ngilangin suntuk malah pusing sendiri nyari cara bagaimana nge redeem nya",1,1/20/2026 14:09
WeTV,Reyvalin,"tolong di perbaiki bug pada saat menonton di tv android sangat sering beberapa menit keluar ke menu utama dan loading,tolong sekali segera di fix bug sangat merugikan",3,1/20/2026 13:04
WeTV,Endah Sri Trianty,"Selamat malam min, Min mau tanya dong ... aplikasi nya abis diperbarui kenapa jadi ngebug yaa? Kalo lagi nonton di tv maupun di hp, belum sampe 5 menit aplikasi nya keluar sendiri Dan terus""an seperti itu .. bahkan uda aku instal ulang tetep aja gitu terus Mohon respon dan perbaikkan ya Min Terimakasih",3,1/20/2026 12:56
WeTV,Modista Tailor,Komentar lalu lalang saat nonton mengganggu.. apps di TV GK ada hide komentar,1,1/20/2026 11:16
WeTV,Shelfiah Rach,"niatx daftar vip biar gk ad iklan, malah setelah daftar layar jadi hitam hanya suara saja",1,1/20/2026 10:27
WeTV,risa restu,"hati2 ya guys kalo mau download apk ini karena utk penagihan vip bisa dikenakan biaya berkali2 di google play.saya pribadi pernah pakai apk ini dan menggunakan vip.metode pembayaran yg saya gunakan yaitu ovo dan gopay,alhasil saldonya banyak keambil secara otomatis oleh google play utk wetv.misalnya di tgl 1 saldo kepotong oleh google play utk wetv sebesar Rp.43.290.di tgl 7 kepotong lagi secara otomatis oleh google play utk wetv.gilanya saya coba dong buka apk vip wetv tapi ternyta tidak bisa.",3,1/20/2026 5:10
WeTV,Verina Clarinta,"setelah diupdate bukannya semakin cepat tp semakin ga karuan...dkit2 kmbli ke home tampilan awal, mau nge pause eh kembali ke home lg...ga usah diupdate kalau memng tdk bs menyajikan yg lbh baik..ini saya sudah memakai yg VIP..tp kualitasny jeleekkk stlh diupdate",1,1/19/2026 15:46
WeTV,Irene Kila,"tampilan wetv di smart tv tampilannya kok jdi jelek, kaya kabur gitu , masih bagusan tampilan yg lalu..tolong diperbaiki, tampilannya kaya 480p kelihatan lihat foto 2Mp kalau tampilannya sda gak buram dan kembali kaya sebelumnya saya akan kasih bintang ⭐5",2,1/19/2026 13:41
WeTV,dede alpa andika,kenapa ya sudah dipotong biaya langganan untuk bulan ini padahal blm waktunya dan setelah di cek di akun saya waktu VIPnya tidak bertambah dan di google juga transaksi tidak muncul,3,1/19/2026 7:47
WeTV,Hendro Altha,"kenapa nih, habis update malah ngelag.",1,1/19/2026 3:14
WeTV,Hadiah Diah,ka kenapa ya harus bayar kolo enga bayar bisa enga ya,3,1/19/2026 2:36
WeTV,Niel,respon admin sangat bagus 👍👍,5,1/18/2026 16:35
WeTV,akunvivo2025,"tolong perbaiki subtitle terjemahan itazura na kiss, tidak pas timenya, rusak semua",1,1/18/2026 12:28
WeTV,Dhannisaa Dhannisaa,@wetv aplikasi ini saya tidak bagus dan kadang bug dan gambar jelek resolusinya dan suara kurang jernih mohon di perbaiki,1,1/18/2026 10:42
WeTV,M Hidayat,"sudah VIP masih aja masalah network, padahal jaringan ada dan kencang biasa",5,1/18/2026 10:40
WeTV,fatma labajo,aplikasi nya bkin jengkel setiap mau nonton selalu keluar dari aplikasi nya,1,1/18/2026 10:28
WeTV,dank nandar,"saya berlangganan WeTV saat saya mulai tahu ada aplikasi ini. Saya selalu mengambil paket VIP yang aktif satu tahun. Dan caranya mudah melihat di Hp dan di STB Indihome di layar TV. Tapi sekarang saya ambil paket yang satu tahun seharga 495.000 setelah pajak tapi tidak bisa disaksikan di layar TV melalui STB INDIHOME. Maksud saya mengaktifkan paket VIP satu tahun supaya bisa di saksikan oleh keluarga saya, bisakah anda membantu saya memecahkan masalah ini supaya saya memberikan FIVE STAR????????",1,1/18/2026 7:59
WeTV,AYAT,aplikasi ga jelas Langganan ha di pake pembayaran masih di tarik,1,1/18/2026 5:11
WeTV,Nanik Juwitaningsih,"aplikasi bagus, tapi banyak Series thailand yg ngga ada padahal mau nonton yg legal tapi malah ngga ada, sebel banget",2,1/18/2026 5:03
WeTV,yui isme,tidak membantu sama sekali untuk berhenti berlangganan,1,1/18/2026 1:45
WeTV,Suwari Anto,sangat menghibur dan enak utuk dinikmati,4,1/17/2026 15:39
WeTV,Iman Nurhakim,"bisa gak Ka, kalau menghubungi admin nya di apk gak usah di IG dan di Twitter",4,1/17/2026 14:24
WeTV,Reza,oi beli coin udh 30rb tapi coin ga masuk!!,1,1/17/2026 13:33
WeTV,Susanti Putri,sampek sekarang masih gak bisa tolong dong solusinya,3,1/17/2026 13:25
WeTV,Taufiq Mega Mahardika,"tiap 6 menit aplikasi close sendiri, udah coba hapus cache, hapus data, paksa berhenti, install ulang, tetep error",1,1/17/2026 8:50
WeTV,Marlin Bitjara,aku sangat suka aplikasi ini karna sangat menyenangkan,5,1/17/2026 5:00
WeTV,Qasd Frew,"too bad, logout frequently",1,1/17/2026 3:36
WeTV,Muhadzdzib Zaky,"setelah di update malah sering error, pas nonton suka kembali sendiri, jujur aja lebih suka versi sebelumnya, yang ini ribet, pilihan episode pas lagi nonton yang biasanya tinggal pencet panah bawah dah bisa pilih episode sekarang malah gak ada.",3,1/16/2026 22:19
WeTV,Alvin Ahmad Fauzi,"woii iklannya kurangin DONGOO,bnyk bnget iklan nya taaii",1,1/16/2026 18:35
WeTV,Sadam Saputra,"ini satu-satu nya aplikasi streaming yang saya kasih bintang 1, karna lemot sekali aplikasi nya dan subtitle kadang ngaco seperti bahasa yang kadang baku banget lah, ada yang tidak sesuai subtitle sama karakter yang ngomong lah, dan sering sekali telat muncul. (padahal saya sudah berlangganan loh)",1,1/15/2026 23:49
WeTV,Bagoes Cinema,🤣🤣🤣🤣.... ini nonton iklan apa nonton film...!!!,1,1/15/2026 20:38
WeTV,Naura Regita,"sering keluar sendiri waktu nonton, subtitle sering gak muncul atau bahkan stuck",4,1/15/2026 16:52
WeTV,Marcelia Nandaa,"saya suka liat drama. dr dulu juga langganan wetv. tapi kdg suka males perpanjang vip krna sinyal wetv tuh knp susah bgt ya? saya cek sinyal wifi, kuota full kenceng. saya coba pake nonton di apk sebelah nonton film lain juga lancar. knp wetv ini susah akses sinyal ya? dikit dikit cari sinyal pdhl saya pake di apk lain lancar buanget",3,1/15/2026 13:46
WeTV,Sersan Coeg01,"setelah update lihat video skitar 5 menit.tau tau keluar balek ke logo WEtv lagi. padahal pakai akun VIP,. mohon diperbaiki lagi,. terima kasih,.",4,1/15/2026 12:17
WeTV,ahmad rifaih,bukan nntn iklan tapi film,2,1/15/2026 9:39
WeTV,Ristya,yang gratis cuman sebagian eps,2,1/14/2026 22:00
WeTV,YAF Gaming,"terlalu banyk iklan jadi kalau nonton keganggu banyak iklannya,apalagi iklannya langsung 5",1,1/14/2026 15:24
WeTV,Rizal Muhamad,sorry yah aplikasi jelak masa iklan banyak gitu a deh3,1,1/13/2026 13:07
WeTV,Ghifar Artamania (MD-Ghifar109),"aktivasi VIP banyak bug, nggak bisa diaktifkan, padahal udah dapat link dari promosi Telkomsel 😡😡😡",1,1/13/2026 12:11
WeTV,Jack Sparrow,"aplikasi konyol, tiba' motong otomatis saldo ,gimana ini perusahaan nya ? apakah saldo tidak bisa kembali?",1,1/13/2026 10:19
WeTV,anak jawai,tambahin on/off fitur gestur volume,2,1/13/2026 2:54
WeTV,Rachma TILLAH,KEREN NN N,5,1/13/2026 2:06
WeTV,Yunita Iswara Dewi,"susah log in, otp nggak pernah masuk",1,1/12/2026 21:47
WeTV,Juang Bumantara Jingga,"sudah VIP 3 BULAN! EPISODE DITUTUP, MALAH APLIKASI ILEGALL YANG LANCAR MEMBERI EPISODE TERBARU. APLIKASI ANEH! NYESEL BELI VIP!",1,1/12/2026 15:08
WeTV,Bayy _,"Kontennya sedikit dibanding platform lain.. Untuk penyaringan konten berdasarkan kategori, itu tidak berguna karna hasilnya tetap berantakan",3,1/12/2026 9:53
WeTV,Indra Adilaga,bapuk nge lag mulu aplikasi nya lemot,1,1/12/2026 6:05
WeTV,Ko HAN,tolong aplouad donghua baru,4,1/12/2026 4:08
WeTV,Nurhayati Situmorang,bagus mudah di gunakan,4,1/11/2026 18:24
WeTV,Noris Kamelang,"uang saldo dana saya terpotong 43,290 tgl 6..lalu saya hentikan langganan biar saya bayar bulan depan biar sya bayar manual .. tp knp skrg VIP akun saya kedaluarsa ..kan SDH d bayar dan syaa Aya buktinya tolong penjelasannya min... ini kan bayar dulu baru bisa nonton 1 bukan ..ini baru bayar otomatis lg tnp saya tahu SDH d ambil.. baru tgl 11 ini SDH GK bs VIP nya. ..beri saya penjelasan ...apa karena alasan tak berlangganan ..itu sya hentikan karena terlalu sibuk sya",1,1/11/2026 11:45
WeTV,Echa Doevoet,"Mencurigakan .. kode verifikasi ponsel masuk kedaftar hitam alias nomer pribadi/xSpam 🙄,, kesan pertama tidak menyenangkan di web",2,1/11/2026 9:01
WeTV,INDRI AZKIA,dari pada ini mending loklok iklan nya bisa di blokir dan banyak drama nya juga🧢🧢🧢,1,1/10/2026 21:02
WeTV,Yaniar Purnama,Menunggu dr romantic 3,5,1/10/2026 13:54
WeTV,Ahmad Aprisal,We TV yang sekarang malah suka BUG gak jelas loading lama pula malah padahal jaringan normal..... Di tunggu perbaikannya biar ratingnya bagus lagi.,5,1/10/2026 12:14
WeTV,Sueb Cupu,tolong di perbaiki karna sering kluar aplikasi sendiri pas lagi seru serunya nonton,3,1/10/2026 6:48
WeTV,Arhan lau,banyak iklan dan apl tdk gratis,1,1/10/2026 5:56
WeTV,Devil _vira비라.xX,"terlalu banyak yang vip mau nonton jadi gak seru, gapapa misalnya vip asalkan dikasih iklan aja cukup kok gapapa banyak iklan, mau nonton gabisa jadi kek ga berguna banget download WeTV nya",3,1/9/2026 13:04
WeTV,Ades Satrio Nugroho,apakah ada pilihan SD Card untuk lokasi pengunduhan?,4,1/9/2026 10:08
WeTV,Pemuda Sendang biru,"aplikasi bagus tolong dong jngn dracor Mulu yang lain dong biar seru kayak horor/lucu"" dll kisah' orang jaman dulu",4,1/9/2026 8:22
WeTV,nina fauziyah,"iklannya kebanyakan. masa ada 5 iklan di tiap menitnya, baru nonton bentar, iklan. JANGAN BALAS DENGAN PROMOSI VIP kurangi aja iklannya, toh rata² yg komen nyuruh kurangi iklan bukan ""hilangkan iklannya""",5,1/9/2026 6:18
WeTV,Ayu Sintia,mengapa saya tidak bisa membeli paket vip lagi,1,1/8/2026 20:44
WeTV,Toto Prastowo,mayan bisa premium pake modal paket data super seru Telkomsel walau lag pake buat game,5,1/8/2026 13:33
WeTV,Tofan Wijaya,"saya vip sudah lebih dari 2th, tapi sekarang bikin kecewa setelah ada pembaharuan. suka reclose padahal sudah clear chace, internet stabil dan kuat. Tak uninstall kemudian tak install lagi masih sama. Padahal sebelum pembaharuan lancar. saya pakai Google tv dengan andreoid 11 dan pakai indihome, saya sudah complain di umpan balik, jawabannya nggak memberikan solusi, baru 3mnt reclose. Jika sampai akhir bulan januari 2026 nggak ada perbaikan maka saya akan berhenti jadi member VIP",2,1/8/2026 12:21
WeTV,Andi david Renaldi,saldo dana saya kepotong RP 43.290 padahal saya tidak ada berlangganan di aplikasi ini dan tidak ada install aplikasi ini..mohon kembalikan saldo dana saya karena saya membutuhkan nya,1,1/7/2026 20:01
WeTV,Ratnawati,"Ikalan nya. Luaarr Biasa....sering Banget. Iklan per 3/4 menit. Tiap iklan 2 menit. Lebih sebel lagi,setelah iklan saat asyik nonton,tiba tiba close atau balik keberanda tiap per 4menit. Gitu ajah terus....Film 4 menit - iklan 2 - film 4 menit tiba2 clolse balik beranda. Padahal udah pake VIP. Bedanya gak ada iklam nya ajah, tapi tiba tiba close tetep ada 🤬🤬🤬🤬. Muter serperti itu terus ritme nya. Makin merosot nih....aplikasi kasih ⭐",1,1/7/2026 10:42
WeTV,VinaVika,cukup bagus dan memuaskan,4,1/6/2026 11:54
WeTV,Rini Sulastri,"aplikasi bagus menurut saya, Nnton lancar ga ada iklan",4,1/5/2026 22:46
WeTV,Gamer Abal Abal,lemot gk update eps. di sebela update ini lama kali.,2,1/5/2026 18:02
WeTV,muhammad fadlifahri,"Parah, uang top viv kalau mau dibatalkan nggak bisa padahal belum cukup 1 jam. Kalau belum cukup 1-2 hari balikin lah",1,1/5/2026 17:27
WeTV,diann erpinaa,kirain pas udahh berlangganan itu udah aja bayarnya tapi ternyata engga!! awalnya bagus aja tapi pas udah berlangganan udah bayar tetep ada iklan apk gajelas nyedot saldo tiba tiba!! tanpa ada persetujuan dari yang punya akun!!,1,1/5/2026 9:02
WeTV,Ummu Mujahidah,sangat seru dan menarik saat menggunakan aplikasi wetv ini,5,1/5/2026 6:02
WeTV,Nadia,"apk saya sudah VIP, tapi selalu saja episode yang ditonton sering loncat. Lagi enak nonton episode 59 pas di next balik ke 50, gak enak banget apalagi kalau maratho kita ga liatin eps berapa berapa sekarang. Mana suka lari ke series sebelah apalah gak worth it banget VIP di sini, WM nya juga sebesar harapan",1,1/4/2026 19:03
WeTV,Sandi Noval,kenapa kode perifikasi nya gak muncul terus,2,1/4/2026 16:53
WeTV,Rantau Jaya,"Oke siap! Ini teksnya, biar ramah tapi jelas poinnya: ""Hai tim IM3! Mau ngajak saran nih. Banyak dari kita yang pengen banget dapet bonus VIP WeTV dari paketan IM3, kayak yang Telkomsel punya. Kayaknya pasti hits banget kalo ada kerjasama gitu loh! Bantu dong ya buat kolaborasi sama WeTV, biar kita yang pengguna IM3 juga bisa nikmatin VIP WeTV dengan harga yang lebih hemat via paketan. Semoga diterima ya tim IM3! 🙏"" Cukup natural dan mudah dipahami, cocok buat posting di komunitas.",5,1/4/2026 11:12
WeTV,Danu Ilham,ada tokusatsu gak kalo ada gua kasih lima bintang,1,1/4/2026 0:14
WeTV,TheOceanTV 01,"Tolong diperbaiki terkait masalah addsense iklannya, gila aja baru 8 menit udh diserang 12 iklan, youtube sendiri aja diberi rentang berapa menit baru iklan dan itu juga gk lebih dari 4,apk yg lain juga sama, cuman ini doang baru 8 menit udh 12x iklan, terus mau dimenit"" akhir iklan lagi 4x dong... sungguh bagus iklannya, sebenarnya cukup 1 pertanyaan gw sihh, awal mulai bikin apk ini buat apa? kemudahan atau kesulitan?",1,1/3/2026 19:54
WeTV,Star ExE,"Ini napa dah abis update yg ini setiap mau nonton tiba² relog sendiri aplikasinya, di hapus chace nya juga tetep sama aja, tolong di perbaikin dong min. Kalo dah bener kunaikin rating 5 lagi.",2,1/3/2026 19:17
WeTV,CHI CHI,kenapa ya vip gratisnya ilang terus,3,1/3/2026 15:04
WeTV,Alone Alone,ngesel beli VIP kalo GK bisa di cari.buqt yg pemula jangan VIP sebelum cobak dulu,1,1/3/2026 6:58
WeTV,Linda Natasari,saya sudah berlangganan mengapa akum saya bisa log out sendiri,1,1/3/2026 0:31
WeTV,Philip Usfinit,WeTV selalu tidak menanggapi dan force close sendiri,1,1/2/2026 9:26
WeTV,Kang bucin SNH48 苏杉杉,"kenapa ya lagi download drama itu harus stanby di aplikasi nya, tiap lagi download terus buka aplikasi lain langsung berhenti download nya. tolong perbaiki",2,1/2/2026 0:04
WeTV,Andre Ari,respon aplikasi lambat,4,1/1/2026 17:31
WeTV,Nurkha Yati,Ga bisa di download,1,1/1/2026 13:57
WeTV,yayat novita,baru kali ini nemuin aplikasi sejelek ini,1,1/1/2026 12:25
WeTV,Jajang Aklun Naza,"parah sering macet"" harus gonta ganti resolusi biar bisa jalan lagi vidionya !!",1,1/1/2026 12:12
WeTV,Rosi Indria,"padahal udh dftr vip...tp knp setiap ditengah² nonton tiba² gambarnya hilang,cm muncul suara sm terjemah aja... pdgl dl² ga gini... payaahh nich...bikin penonton kecewa",1,1/1/2026 7:48
WeTV,Ar Voc,Sudah d Download berapa X Balik ke semula Lemot lagi Masih bagusan melolo Gratis pula Tapi aneh hp ini ko ga boleh d Download Hp ny ga bisa Perasaan bulan kemaren bisa hp oppo ini Download apk melolo Ko ga d izinkan y,2,12/31/2025 16:30
WeTV,dedy ac,aplikasi macet macet terus dak diupdate.. bener buruk,1,12/31/2025 8:13
WeTV,Wina M. Poni,gak tau kenapa saya suka ni app,5,12/31/2025 6:34
WeTV,Mr Supanto,"tolong dibenarkan lagi menu nya, saya merasa pusing saat mencari film. semua tag nyampur jadi satu, saya scroll gak mau loading. lebih baik tag/genre dibuat lebih spesifik. saya tau developer lebih condong ke film karya China, tapi gak jaman Jackie Chan, Andy lau muda jg bahkan ada Bruce Lee. yg dimana itu sudah tayang di televisi dulu. saya member VIP kok, makanya saya pusing terkait menu yg ditampilkan. terimakasih",1,12/31/2025 3:47
WeTV,Andrian Wirananda,"bagus sih kak, tpi yang agak mengganggu itu di translatenya, banyak translate yang salah arti dan ga sinkron, bahkan ada yang translatenya hilang-hilangan. tolong diperbaiki itu aja sih kakm overall semuanya bagus",4,12/30/2025 23:37
WeTV,Dyan Nasyita,"min tolong adain metode pembayaran yg gak otomatis dongg, kyk si pengguna dikasih pilihan gitu loh mau lanjut atau tidak berlangganannya. dikarenakan kasian yang udh g mau berlangganan tp lupa batalin jd nya kesedot sendiri saldonya. jadii saya mau batalin berlangganan saya, anehnya akun di wetv saya tidak terdeteksi berlangganan di google Play, pdhl sdh login pakai akun yg sama. lalu saya kan pakai gopay untk pembayarannya, nah dari Google play itu menyedot sendiri, tanpa bukti sdh berlangganan",4,12/30/2025 23:03
WeTV,Annisa Rumi,hallo. saya pengguna setia wetv selama ini ga pernah ada masalah tapi kali ini akun saya keluar sendiri dan ga bisa masuk mohon tanggapan dan solusinya,5,12/30/2025 15:09
WeTV,Nu Rul,"sayang banget subtitle Indonesianya ga ad ,pdhal sblumnya ad ,ap cma aku ya yg bgni apknya",2,12/30/2025 13:36
WeTV,Nika Anggara,Bagus dan beda,5,12/30/2025 13:31
WeTV,yana priyanto,"mantap,untuk lebih bnyk Lg film² barunya dan free🤝",5,12/30/2025 11:14
WeTV,Faeyza Eshan,"pelayanan nya aga lumayan lama untuk Kendala VIP sekitar 3 jam baru kelar,cuman saya salut sama yang megang akun ttk wetvy di tgl 30/12/2025 jam 2-3 dia membantu saya dalam memasuki akun VIP saya, semangat terus untuk wetvy , semangat untuk semua karyawan wetvy🤎🤎🤎.",5,12/30/2025 8:47
WeTV,Amalia Wahyu,"sangat bagus, dan kualitas vidio yang saya tonton jugak baik",5,12/30/2025 3:25
